DNA_ID	CRUISE	STATION	TYPE	yyyy-mm-ddThh:mm	Longitude [degrees_east]	Latitude [degrees_north]	BOT DEPTH [METERS]	CTDPRS	CTDTMP	CTDSAL	CAST TYPE	CAST NO	NISKIN	comments	EUKfrac	DNA_extract_conc_ng-µL	Phosphate	Silicate	Nitrate	Nitrite
P16N-S55-N12	P16N	55	B	20060317T16:54	-152	32.9997	5372	21.7	17.4776	34.8586	TRACE METALS	3	12		0.0184971	8.77806482922025	0.05	1.81	0.04	0
P16N-S55-N11	P16N	55	B	20060317T16:53	-152	32.9997	5372	43.4	17.0557	34.789	TRACE METALS	3	11		0.01743248	10.0035544859052	0.05	1.9	0.02	0
P16N-S55-N08	P16N	55	B	20060317T16:52	-152	32.9997	5372	108.8	15.1777	34.4619	TRACE METALS	3	8		0.01513543	10.0777503707122	0.15	3.02	0.79	0.1
P16N-S55-N06	P16N	55	B	20060317T16:50	-152	32.9997	5372	178.8	12.3641	34.2394	TRACE METALS	3	6		0.04295985	4.56587641971153	0.63	7.61	8.98	0.01
P16N-S55-N05	P16N	55	B	20060317T16:48	-152	32.9997	5372	227.3	11.4247	34.224	TRACE METALS	3	5		0.05351669	3.49821021291264	0.79	10.95	11.62	0.01
P16N-S55-N04	P16N	55	B	20060317T16:47	-152	32.9997	5372	278.1	10.5871	34.1486	TRACE METALS	3	4		0.05868613	3.37308325463644	0.9	13.59	13.29	0
P16N-S55-N03	P16N	55	B	20060317T16:42	-152	32.9997	5372	557.4	5.972	33.9822	TRACE METALS	3	3		0.15432012	1.52384514262493	2.19	56.78	31.73	0
P16N-S55-N01	P16N	55	B	20060317T16:33	-152	32.9997	5372	960.2	3.53	34.3069	TRACE METALS	3	1		0.04391373	0.895066457819922	3.08	123.46	43.64	0
